Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.3950       -30023.934   -30036.357       12.424   500.6
1.3975       -30023.954   -30035.752       11.798   475.4
1.4000       -30023.977   -30035.633       11.656   469.6
1.4025       -30023.999   -30035.639       11.640   469.0
1.4050       -30024.020   -30035.803       11.782   474.8
1.4075       -30024.042   -30035.363       11.321   456.2
1.4100       -30024.060   -30036.068       12.009   483.9
1.4125       -30024.079   -30035.566       11.488   462.9
1.4150       -30024.112   -30036.586       12.474   502.6
1.4175       -30024.129   -30035.492       11.363   457.9
1.4200       -30024.155   -30036.240       12.085   487.0
1.4225       -30024.168   -30035.438       11.270   454.1
1.4250       -30024.194   -30035.887       11.693   471.2
1.4275       -30024.214   -30035.707       11.493   463.1
1.4300       -30024.239   -30036.293       12.054   485.7
1.4325       -30024.265   -30036.805       12.540   505.3
1.4350       -30024.292   -30036.441       12.149   489.5
1.4375       -30024.314   -30036.668       12.354   497.8
1.4400       -30024.339   -30036.191       11.852   477.6
1.4425       -30024.360   -30036.590       12.230   492.8
1.4450       -30024.381   -30035.574       11.193   451.0
1.4475       -30024.405   -30035.709       11.304   455.5
1.4500       -30024.423   -30035.172       10.749   433.1
1.4525       -30024.442   -30035.930       11.488   462.9
1.4550       -30024.458   -30035.193       10.735   432.5
1.4575       -30024.476   -30035.398       10.923   440.1
1.4600       -30024.497   -30035.484       10.988   442.7
1.4625       -30024.520   -30036.223       11.703   471.6
1.4650       -30024.531   -30035.859       11.328   456.4
1.4675       -30024.551   -30035.715       11.164   449.8
1.4700       -30024.576   -30036.336       11.760   473.9
1.4725       -30024.596   -30036.197       11.601   467.4
1.4750       -30024.620   -30036.764       12.143   489.3
1.4775       -30024.637   -30035.881       11.244   453.1
1.4800       -30024.661   -30036.697       12.037   485.0
1.4825       -30024.681   -30036.238       11.557   465.7
1.4850       -30024.706   -30036.562       11.856   477.7
1.4875       -30024.721   -30036.086       11.365   457.9
1.4900       -30024.742   -30036.211       11.469   462.1
1.4925       -30024.760   -30036.166       11.407   459.6
1.4950       -30024.778   -30035.701       10.923   440.1
1.4975       -30024.804   -30036.328       11.525   464.4
1.5000       -30024.817   -30035.473       10.656   429.4
1.5025       -30024.844   -30036.438       11.593   467.1
1.5050       -30024.855   -30035.465       10.610   427.5
1.5075       -30024.880   -30036.465       11.585   466.8
1.5100       -30024.891   -30035.947       11.056   445.5
1.5125       -30024.913   -30036.541       11.628   468.5
1.5150       -30024.935   -30036.373       11.438   460.9
1.5175       -30024.960   -30036.498       11.538   464.9
1.5200       -30024.987   -30036.990       12.003   483.6
1.5225       -30024.997   -30036.145       11.147   449.2
1.5250       -30025.020   -30036.715       11.695   471.2
1.5275       -30025.036   -30035.957       10.921   440.1
1.5300       -30025.064   -30036.777       11.714   472.0
1.5325       -30025.080   -30036.277       11.197   451.2
1.5350       -30025.104   -30036.047       10.943   440.9
1.5375       -30025.119   -30036.004       10.885   438.6
1.5400       -30025.132   -30035.414       10.282   414.3
1.5425       -30025.151   -30035.922       10.771   434.0
1.5450       -30025.164   -30035.502       10.338   416.5
1.5475       -30025.194   -30036.691       11.498   463.3
1.5500       -30025.203   -30035.924       10.721   432.0
1.5525       -30025.221   -30036.227       11.005   443.4
1.5550       -30025.238   -30035.951       10.713   431.7
1.5575       -30025.256   -30035.889       10.632   428.4
1.5600       -30025.275   -30035.752       10.477   422.1
1.5625       -30025.287   -30035.164        9.877   398.0
1.5650       -30025.307   -30036.512       11.205   451.5
1.5675       -30025.324   -30035.879       10.554   425.3
1.5700       -30025.344   -30036.203       10.859   437.5
1.5725       -30025.350   -30035.559       10.209   411.4
1.5750       -30025.377   -30036.809       11.432   460.6
1.5775       -30025.396   -30036.688       11.291   455.0
1.5800       -30025.410   -30035.535       10.125   408.0
1.5825       -30025.436   -30036.924       11.488   462.9
1.5850       -30025.449   -30036.020       10.571   425.9
1.5875       -30025.480   -30037.535       12.055   485.7
1.5900       -30025.482   -30035.062        9.580   386.0
1.5925       -30025.514   -30037.023       11.509   463.7
1.5950       -30025.520   -30036.172       10.652   429.2
1.5975       -30025.545   -30036.736       11.191   450.9
1.6000       -30025.568   -30036.566       10.999   443.2
1.6025       -30025.584   -30036.572       10.988   442.8
1.6050       -30025.611   -30037.895       12.283   494.9
1.6075       -30025.622   -30036.148       10.527   424.2
1.6100       -30025.655   -30037.033       11.379   458.5
1.6125       -30025.664   -30036.039       10.375   418.0
1.6150       -30025.688   -30037.027       11.340   456.9
1.6175       -30025.697   -30036.268       10.570   425.9
1.6200       -30025.715   -30035.936       10.220   411.8
1.6225       -30025.735   -30036.891       11.156   449.5
1.6250       -30025.751   -30036.645       10.893   438.9
1.6275       -30025.777   -30037.209       11.432   460.6
1.6300       -30025.789   -30036.154       10.366   417.7
1.6325       -30025.807   -30037.010       11.203   451.4
1.6350       -30025.829   -30037.154       11.325   456.3
1.6375       -30025.843   -30036.656       10.813   435.7
1.6400       -30025.862   -30036.729       10.866   437.8
1.6425       -30025.878   -30036.643       10.764   433.7
1.6450       -30025.901   -30037.260       11.359   457.7
1.6475       -30025.916   -30036.414       10.498   423.0
1.6500       -30025.934   -30036.273       10.340   416.6
1.6525       -30025.949   -30036.611       10.662   429.6
1.6550       -30025.964   -30036.871       10.907   439.5
1.6575       -30025.981   -30036.807       10.825   436.2
1.6600       -30026.001   -30036.867       10.866   437.8
1.6625       -30026.018   -30036.824       10.806   435.4
1.6650       -30026.041   -30037.473       11.432   460.6
1.6675       -30026.053   -30036.426       10.372   417.9
1.6700       -30026.076   -30036.871       10.795   435.0
1.6725       -30026.088   -30036.061        9.973   401.8
1.6750       -30026.109   -30036.908       10.799   435.1
1.6775       -30026.120   -30036.365       10.245   412.8
1.6800       -30026.138   -30036.869       10.731   432.4
1.6825       -30026.150   -30036.352       10.202   411.1
1.6850       -30026.174   -30037.344       11.170   450.1
1.6875       -30026.190   -30036.824       10.634   428.5
1.6900       -30026.214   -30037.156       10.942   440.9
1.6925       -30026.225   -30036.646       10.422   419.9
1.6950       -30026.242   -30037.303       11.061   445.7
1.6975       -30026.258   -30036.934       10.676   430.2
1.7000       -30026.276   -30036.451       10.175   410.0
1.7025       -30026.296   -30036.934       10.638   428.6
1.7050       -30026.309   -30037.010       10.701   431.2
1.7075       -30026.329   -30037.465       11.136   448.7
1.7100       -30026.337   -30036.150        9.813   395.4
1.7125       -30026.357   -30037.160       10.803   435.3
1.7150       -30026.369   -30037.045       10.676   430.2
1.7175       -30026.394   -30037.439       11.045   445.0
1.7200       -30026.408   -30036.629       10.221   411.8
1.7225       -30026.425   -30037.178       10.753   433.3
1.7250       -30026.443   -30037.730       11.287   454.8
1.7275       -30026.463   -30037.697       11.234   452.7
1.7300       -30026.480   -30037.055       10.575   426.1
1.7325       -30026.494   -30037.564       11.070   446.0
1.7350       -30026.514   -30037.529       11.015   443.8
1.7375       -30026.538   -30037.641       11.103   447.4
1.7400       -30026.550   -30036.943       10.394   418.8
1.7425       -30026.571   -30037.871       11.301   455.3
1.7450       -30026.586   -30037.918       11.332   456.6
1.7475       -30026.608   -30037.619       11.011   443.7
1.7500       -30026.631   -30037.715       11.084   446.6
1.7525       -30026.645   -30037.146       10.502   423.1
1.7550       -30026.661   -30037.379       10.718   431.9
1.7575       -30026.673   -30036.699       10.026   404.0
1.7600       -30026.694   -30037.199       10.506   423.3
1.7625       -30026.710   -30037.299       10.588   426.6
1.7650       -30026.725   -30036.922       10.197   410.9
1.7675       -30026.741   -30037.535       10.794   434.9
1.7700       -30026.752   -30037.066       10.315   415.6
1.7725       -30026.773   -30037.934       11.160   449.7
1.7750       -30026.789   -30037.473       10.684   430.5
1.7775       -30026.811   -30038.176       11.364   457.9
1.7800       -30026.832   -30038.119       11.287   454.8
1.7825       -30026.852   -30038.002       11.150   449.3
1.7850       -30026.870   -30037.969       11.099   447.2
1.7875       -30026.887   -30037.400       10.514   423.6
1.7900       -30026.899   -30037.418       10.519   423.8
1.7925       -30026.914   -30037.080       10.166   409.6
1.7950       -30026.932   -30037.818       10.886   438.7
1.7975       -30026.950   -30037.445       10.495   422.9
1.8000       -30026.966   -30037.801       10.834   436.6
1.8025       -30026.982   -30037.516       10.534   424.4
1.8050       -30027.001   -30038.000       10.999   443.2
1.8075       -30027.015   -30037.814       10.799   435.1
1.8100       -30027.032   -30037.578       10.546   424.9
1.8125       -30027.051   -30038.232       11.181   450.5
1.8150       -30027.068   -30038.059       10.991   442.9
1.8175       -30027.088   -30038.201       11.113   447.8
1.8200       -30027.104   -30037.781       10.677   430.2
1.8225       -30027.126   -30038.256       11.130   448.5
1.8250       -30027.145   -30038.539       11.394   459.1
1.8275       -30027.157   -30037.742       10.586   426.5
1.8300       -30027.184   -30038.277       11.094   447.0
1.8325       -30027.196   -30037.719       10.523   424.0
1.8350       -30027.217   -30038.150       10.933   440.5
1.8375       -30027.227   -30037.574       10.347   416.9
1.8400       -30027.244   -30037.607       10.363   417.6
1.8425       -30027.263   -30038.078       10.815   435.8
1.8450       -30027.275   -30037.693       10.419   419.8
1.8475       -30027.301   -30038.629       11.328   456.5
1.8500       -30027.311   -30037.660       10.349   417.0
1.8525       -30027.334   -30038.312       10.979   442.4
1.8550       -30027.345   -30037.479       10.134   408.3
1.8575       -30027.365   -30038.168       10.803   435.3
1.8600       -30027.386   -30038.066       10.680   430.3
1.8625       -30027.397   -30037.789       10.392   418.7
1.8650       -30027.415   -30037.975       10.560   425.5
1.8675       -30027.428   -30037.889       10.461   421.5
1.8700       -30027.447   -30037.834       10.387   418.5
1.8725       -30027.461   -30037.795       10.334   416.4
1.8750       -30027.474   -30037.773       10.300   415.0
1.8775       -30027.494   -30038.322       10.828   436.3
1.8800       -30027.504   -30037.496        9.992   402.6
1.8825       -30027.521   -30037.832       10.311   415.5
1.8850       -30027.538   -30037.916       10.378   418.2
1.8875       -30027.555   -30038.398       10.844   436.9
1.8900       -30027.569   -30038.229       10.660   429.5
1.8925       -30027.588   -30038.611       11.023   444.2
1.8950       -30027.610   -30038.953       11.343   457.0
1.8975       -30027.626   -30038.707       11.081   446.5
1.9000       -30027.644   -30038.469       10.824   436.1
1.9025       -30027.657   -30038.326       10.669   429.9
1.9050       -30027.677   -30038.545       10.868   437.9
1.9075       -30027.694   -30038.344       10.650   429.1
1.9100       -30027.714   -30038.451       10.737   432.6
1.9125       -30027.733   -30038.850       11.117   447.9
1.9150       -30027.747   -30038.566       10.820   436.0
1.9175       -30027.764   -30038.428       10.664   429.7
1.9200       -30027.777   -30038.113       10.336   416.5
1.9225       -30027.793   -30038.078       10.285   414.4
1.9250       -30027.811   -30038.385       10.574   426.1
1.9275       -30027.829   -30038.350       10.521   423.9
1.9300       -30027.842   -30038.281       10.439   420.6
1.9325       -30027.856   -30038.707       10.851   437.2
1.9350       -30027.875   -30038.680       10.805   435.4
