Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.9050       -30033.537   -30041.264        7.727   311.4
3.9075       -30033.533   -30040.887        7.354   296.3
3.9100       -30033.541   -30041.676        8.135   327.8
3.9125       -30033.539   -30040.871        7.332   295.4
3.9150       -30033.544   -30041.652        8.109   326.7
3.9175       -30033.542   -30041.727        8.184   329.8
3.9200       -30033.549   -30041.734        8.185   329.8
3.9225       -30033.551   -30041.156        7.605   306.4
3.9250       -30033.554   -30041.299        7.745   312.1
3.9275       -30033.557   -30041.801        8.244   332.2
3.9300       -30033.559   -30041.348        7.788   313.8
3.9325       -30033.560   -30041.102        7.541   303.9
3.9350       -30033.557   -30040.904        7.347   296.0
3.9375       -30033.562   -30041.408        7.846   316.1
3.9400       -30033.561   -30040.895        7.334   295.5
3.9425       -30033.562   -30040.939        7.378   297.3
3.9450       -30033.559   -30040.854        7.295   293.9
3.9475       -30033.565   -30041.682        8.117   327.1
3.9500       -30033.563   -30041.379        7.815   314.9
3.9525       -30033.571   -30041.559        7.988   321.8
3.9550       -30033.570   -30041.455        7.885   317.7
3.9575       -30033.574   -30041.807        8.233   331.7
3.9600       -30033.577   -30041.305        7.728   311.4
3.9625       -30033.577   -30040.975        7.398   298.1
3.9650       -30033.579   -30041.139        7.560   304.6
3.9675       -30033.577   -30041.172        7.595   306.0
3.9700       -30033.583   -30041.303        7.719   311.0
3.9725       -30033.582   -30040.709        7.127   287.2
3.9750       -30033.582   -30041.373        7.791   313.9
3.9775       -30033.585   -30041.557        7.971   321.2
3.9800       -30033.588   -30041.191        7.603   306.3
3.9825       -30033.589   -30041.117        7.528   303.3
3.9850       -30033.587   -30041.064        7.477   301.3
3.9875       -30033.594   -30041.934        8.339   336.0
3.9900       -30033.595   -30041.266        7.671   309.1
3.9925       -30033.597   -30041.271        7.674   309.2
3.9950       -30033.596   -30041.309        7.712   310.7
3.9975       -30033.601   -30041.543        7.942   320.0
4.0000       -30033.602   -30041.115        7.513   302.7
4.0025       -30033.601   -30040.891        7.290   293.7
4.0050       -30033.604   -30041.184        7.579   305.4
4.0075       -30033.606   -30041.508        7.902   318.4
4.0100       -30033.608   -30041.410        7.803   314.4
4.0125       -30033.611   -30041.529        7.918   319.1
4.0150       -30033.613   -30041.514        7.901   318.4
4.0175       -30033.620   -30042.031        8.411   338.9
4.0200       -30033.620   -30041.641        8.020   323.2
4.0225       -30033.624   -30041.416        7.792   314.0
4.0250       -30033.623   -30041.215        7.592   305.9
4.0275       -30033.628   -30041.576        7.948   320.3
4.0300       -30033.628   -30041.812        8.184   329.8
4.0325       -30033.633   -30041.828        8.195   330.2
4.0350       -30033.639   -30042.127        8.488   342.0
4.0375       -30033.644   -30042.299        8.655   348.7
4.0400       -30033.649   -30042.225        8.575   345.5
4.0425       -30033.655   -30041.797        8.142   328.1
4.0450       -30033.655   -30041.473        7.818   315.0
4.0475       -30033.662   -30041.689        8.027   323.4
4.0500       -30033.665   -30041.945        8.280   333.6
4.0525       -30033.668   -30041.814        8.146   328.2
4.0550       -30033.671   -30042.096        8.425   339.5
4.0575       -30033.674   -30042.209        8.535   343.9
4.0600       -30033.684   -30042.475        8.791   354.2
4.0625       -30033.691   -30042.127        8.436   339.9
4.0650       -30033.693   -30041.635        7.942   320.0
4.0675       -30033.699   -30041.883        8.184   329.8
4.0700       -30033.697   -30041.637        7.939   319.9
4.0725       -30033.702   -30041.566        7.864   316.9
4.0750       -30033.705   -30041.342        7.637   307.7
4.0775       -30033.707   -30041.629        7.922   319.2
4.0800       -30033.711   -30041.916        8.205   330.6
4.0825       -30033.718   -30041.623        7.905   318.5
4.0850       -30033.716   -30041.285        7.569   305.0
4.0875       -30033.718   -30041.594        7.875   317.3
4.0900       -30033.720   -30041.869        8.149   328.3
4.0925       -30033.731   -30042.090        8.358   336.8
4.0950       -30033.730   -30041.854        8.124   327.3
4.0975       -30033.738   -30042.564        8.826   355.6
4.1000       -30033.746   -30042.650        8.905   358.8
4.1025       -30033.755   -30042.639        8.884   358.0
4.1050       -30033.758   -30042.152        8.395   338.3
4.1075       -30033.763   -30042.160        8.397   338.4
4.1100       -30033.772   -30042.447        8.675   349.6
4.1125       -30033.774   -30041.873        8.099   326.3
4.1150       -30033.779   -30042.299        8.520   343.3
4.1175       -30033.778   -30041.535        7.757   312.6
4.1200       -30033.789   -30042.359        8.571   345.3
4.1225       -30033.783   -30041.311        7.527   303.3
4.1250       -30033.790   -30041.721        7.930   319.5
4.1275       -30033.789   -30041.309        7.519   303.0
4.1300       -30033.797   -30041.395        7.598   306.1
4.1325       -30033.797   -30041.754        7.957   320.6
4.1350       -30033.795   -30041.230        7.436   299.6
4.1375       -30033.803   -30041.895        8.092   326.0
4.1400       -30033.797   -30041.068        7.272   293.0
4.1425       -30033.800   -30041.891        8.090   326.0
4.1450       -30033.799   -30041.402        7.604   306.4
4.1475       -30033.805   -30041.775        7.971   321.2
4.1500       -30033.805   -30041.773        7.968   321.1
4.1525       -30033.811   -30041.791        7.980   321.6
4.1550       -30033.812   -30041.936        8.123   327.3
4.1575       -30033.816   -30041.309        7.493   301.9
4.1600       -30033.815   -30041.301        7.486   301.6
4.1625       -30033.816   -30041.191        7.375   297.2
4.1650       -30033.814   -30041.209        7.395   298.0
4.1675       -30033.818   -30041.711        7.893   318.0
4.1700       -30033.817   -30041.609        7.793   314.0
4.1725       -30033.826   -30042.348        8.521   343.4
4.1750       -30033.824   -30042.066        8.242   332.1
4.1775       -30033.833   -30042.354        8.520   343.3
4.1800       -30033.837   -30042.020        8.183   329.7
4.1825       -30033.842   -30041.895        8.053   324.5
4.1850       -30033.844   -30041.795        7.951   320.4
4.1875       -30033.843   -30041.369        7.526   303.3
4.1900       -30033.849   -30041.959        8.110   326.8
4.1925       -30033.849   -30041.604        7.755   312.5
4.1950       -30033.854   -30042.197        8.344   336.2
4.1975       -30033.853   -30041.738        7.886   317.7
4.2000       -30033.861   -30042.055        8.194   330.1
4.2025       -30033.860   -30041.623        7.763   312.8
4.2050       -30033.866   -30041.932        8.066   325.0
4.2075       -30033.868   -30041.523        7.656   308.5
4.2100       -30033.871   -30041.959        8.088   325.9
4.2125       -30033.873   -30041.355        7.483   301.5
4.2150       -30033.876   -30041.805        7.929   319.5
4.2175       -30033.873   -30041.350        7.477   301.3
4.2200       -30033.877   -30041.871        7.994   322.1
4.2225       -30033.878   -30041.398        7.521   303.0
4.2250       -30033.880   -30041.469        7.589   305.8
4.2275       -30033.881   -30041.572        7.691   309.9
4.2300       -30033.880   -30041.373        7.493   301.9
4.2325       -30033.882   -30041.658        7.776   313.3
4.2350       -30033.883   -30041.461        7.578   305.4
4.2375       -30033.888   -30042.186        8.298   334.4
4.2400       -30033.893   -30042.016        8.123   327.3
4.2425       -30033.895   -30041.824        7.930   319.5
4.2450       -30033.896   -30041.752        7.856   316.5
4.2475       -30033.897   -30041.387        7.490   301.8
4.2500       -30033.899   -30041.309        7.410   298.6
4.2525       -30033.894   -30040.643        6.748   271.9
4.2550       -30033.897   -30041.363        7.467   300.9
4.2575       -30033.895   -30041.355        7.460   300.6
4.2600       -30033.901   -30041.750        7.849   316.3
4.2625       -30033.897   -30041.273        7.376   297.2
4.2650       -30033.900   -30041.617        7.717   311.0
4.2675       -30033.900   -30041.820        7.920   319.1
4.2700       -30033.905   -30041.484        7.579   305.4
4.2725       -30033.905   -30041.516        7.611   306.7
4.2750       -30033.905   -30041.641        7.735   311.7
4.2775       -30033.911   -30042.225        8.313   335.0
4.2800       -30033.912   -30041.859        7.947   320.2
4.2825       -30033.917   -30041.674        7.757   312.6
4.2850       -30033.917   -30041.713        7.795   314.1
4.2875       -30033.919   -30042.000        8.081   325.6
4.2900       -30033.923   -30041.641        7.717   311.0
4.2925       -30033.924   -30041.549        7.625   307.2
4.2950       -30033.928   -30041.781        7.854   316.4
4.2975       -30033.932   -30042.098        8.166   329.0
4.3000       -30033.929   -30041.543        7.614   306.8
4.3025       -30033.931   -30041.457        7.526   303.3
4.3050       -30033.934   -30041.635        7.701   310.3
4.3075       -30033.937   -30041.896        7.959   320.7
4.3100       -30033.938   -30041.553        7.615   306.8
4.3125       -30033.944   -30041.729        7.785   313.7
4.3150       -30033.946   -30041.795        7.849   316.3
4.3175       -30033.948   -30042.158        8.210   330.8
4.3200       -30033.947   -30041.533        7.587   305.7
4.3225       -30033.953   -30041.729        7.776   313.3
4.3250       -30033.950   -30041.355        7.406   298.4
4.3275       -30033.957   -30041.871        7.914   318.9
4.3300       -30033.953   -30041.316        7.363   296.7
4.3325       -30033.961   -30041.773        7.813   314.8
4.3350       -30033.957   -30041.619        7.663   308.8
4.3375       -30033.962   -30041.924        7.962   320.8
4.3400       -30033.962   -30041.727        7.765   312.9
4.3425       -30033.965   -30041.785        7.820   315.1
4.3450       -30033.971   -30042.184        8.213   330.9
4.3475       -30033.971   -30041.756        7.784   313.7
4.3500       -30033.976   -30042.027        8.051   324.4
4.3525       -30033.974   -30041.570        7.596   306.1
4.3550       -30033.981   -30042.182        8.201   330.4
4.3575       -30033.983   -30041.682        7.698   310.2
4.3600       -30033.988   -30041.996        8.008   322.7
4.3625       -30033.989   -30041.738        7.749   312.2
4.3650       -30033.990   -30041.672        7.682   309.5
4.3675       -30033.991   -30041.373        7.382   297.4
4.3700       -30033.985   -30040.666        6.681   269.2
4.3725       -30033.986   -30040.945        6.959   280.4
4.3750       -30033.982   -30040.971        6.989   281.6
4.3775       -30033.982   -30041.402        7.421   299.0
4.3800       -30033.980   -30041.328        7.348   296.1
4.3825       -30033.983   -30041.617        7.634   307.6
4.3850       -30033.986   -30041.848        7.861   316.8
4.3875       -30033.986   -30041.775        7.790   313.9
4.3900       -30033.988   -30041.135        7.147   288.0
4.3925       -30033.987   -30041.229        7.241   291.8
4.3950       -30033.985   -30040.930        6.944   279.8
4.3975       -30033.986   -30041.273        7.288   293.6
4.4000       -30033.978   -30040.561        6.583   265.3
4.4025       -30033.980   -30041.094        7.114   286.6
4.4050       -30033.977   -30041.186        7.208   290.4
4.4075       -30033.979   -30041.340        7.361   296.6
4.4100       -30033.979   -30041.221        7.242   291.8
4.4125       -30033.976   -30040.844        6.868   276.7
4.4150       -30033.973   -30041.213        7.240   291.7
4.4175       -30033.970   -30040.676        6.706   270.2
4.4200       -30033.970   -30040.793        6.823   274.9
4.4225       -30033.966   -30040.832        6.866   276.7
4.4250       -30033.963   -30041.012        7.049   284.0
4.4275       -30033.964   -30041.273        7.310   294.5
4.4300       -30033.961   -30041.119        7.158   288.4
4.4325       -30033.965   -30041.789        7.824   315.3
4.4350       -30033.965   -30041.617        7.653   308.3
4.4375       -30033.967   -30041.922        7.955   320.5
4.4400       -30033.970   -30041.715        7.745   312.1
4.4425       -30033.973   -30041.705        7.732   311.6
4.4450       -30033.976   -30041.689        7.714   310.8
4.4475       -30033.972   -30041.098        7.125   287.1
4.4500       -30033.977   -30041.346        7.369   296.9
4.4525       -30033.973   -30041.094        7.121   286.9
4.4550       -30033.972   -30041.141        7.169   288.9
4.4575       -30033.972   -30041.232        7.261   292.6
4.4600       -30033.969   -30041.117        7.148   288.0
4.4625       -30033.973   -30042.006        8.033   323.7
4.4650       -30033.973   -30041.561        7.587   305.7
4.4675       -30033.976   -30042.160        8.184   329.8
4.4700       -30033.975   -30041.588        7.613   306.7
4.4725       -30033.980   -30041.719        7.739   311.8
4.4750       -30033.982   -30041.502        7.520   303.0
4.4775       -30033.980   -30041.062        7.082   285.4
4.4800       -30033.981   -30041.277        7.297   294.0
4.4825       -30033.976   -30040.988        7.013   282.6
4.4850       -30033.977   -30041.445        7.468   300.9
4.4875       -30033.975   -30041.299        7.324   295.1
4.4900       -30033.974   -30041.516        7.542   303.9
4.4925       -30033.978   -30041.670        7.692   309.9
4.4950       -30033.978   -30041.672        7.694   310.0
4.4975       -30033.982   -30041.652        7.671   309.1
4.5000       -30033.979   -30041.479        7.500   302.2
4.5025       -30033.982   -30041.885        7.903   318.4
4.5050       -30033.986   -30041.893        7.906   318.6
4.5075       -30033.988   -30041.570        7.582   305.5
4.5100       -30033.989   -30041.705        7.716   310.9
4.5125       -30033.989   -30041.643        7.654   308.4
4.5150       -30033.992   -30041.676        7.684   309.6
4.5175       -30033.989   -30041.502        7.513   302.7
4.5200       -30033.988   -30041.328        7.340   295.7
4.5225       -30033.994   -30041.908        7.914   318.9
4.5250       -30033.991   -30041.352        7.360   296.6
4.5275       -30033.996   -30041.742        7.746   312.1
4.5300       -30033.995   -30041.533        7.538   303.7
4.5325       -30033.999   -30042.217        8.217   331.1
4.5350       -30034.004   -30041.895        7.891   317.9
4.5375       -30034.003   -30041.641        7.638   307.8
4.5400       -30034.005   -30041.797        7.792   313.9
4.5425       -30034.003   -30041.375        7.372   297.0
4.5450       -30034.006   -30041.438        7.432   299.4
4.5475       -30034.007   -30040.867        6.861   276.4
4.5500       -30034.006   -30041.555        7.548   304.2
4.5525       -30034.005   -30041.566        7.561   304.7
4.5550       -30034.005   -30041.346        7.340   295.8
4.5575       -30034.004   -30041.490        7.487   301.7
4.5600       -30034.000   -30041.150        7.151   288.1
4.5625       -30034.004   -30041.588        7.584   305.6
4.5650       -30034.003   -30040.801        6.798   273.9
4.5675       -30034.002   -30041.213        7.211   290.5
4.5700       -30033.999   -30040.842        6.842   275.7
4.5725       -30033.998   -30041.020        7.022   282.9
4.5750       -30033.994   -30040.766        6.772   272.9
4.5775       -30033.993   -30041.107        7.115   286.7
4.5800       -30033.992   -30041.252        7.260   292.5
4.5825       -30033.989   -30041.285        7.296   294.0
4.5850       -30033.988   -30041.289        7.301   294.2
4.5875       -30033.991   -30041.434        7.442   299.9
4.5900       -30033.992   -30041.520        7.527   303.3
4.5925       -30033.992   -30041.219        7.226   291.2
4.5950       -30033.989   -30041.137        7.147   288.0
4.5975       -30033.986   -30041.031        7.045   283.9
4.6000       -30033.988   -30041.340        7.351   296.2
4.6025       -30033.985   -30041.029        7.045   283.8
4.6050       -30033.988   -30041.285        7.297   294.0
4.6075       -30033.983   -30041.402        7.420   299.0
4.6100       -30033.984   -30041.795        7.811   314.7
4.6125       -30033.988   -30041.697        7.709   310.6
4.6150       -30033.989   -30041.648        7.659   308.6
4.6175       -30033.991   -30041.812        7.822   315.2
4.6200       -30033.994   -30041.738        7.745   312.1
4.6225       -30033.994   -30041.223        7.229   291.3
4.6250       -30033.992   -30040.998        7.006   282.3
4.6275       -30033.990   -30041.205        7.215   290.7
4.6300       -30033.992   -30041.518        7.526   303.2
4.6325       -30033.989   -30041.277        7.288   293.7
4.6350       -30033.992   -30041.438        7.445   300.0
4.6375       -30033.989   -30041.703        7.714   310.8
4.6400       -30033.996   -30041.840        7.844   316.1
4.6425       -30033.995   -30041.383        7.388   297.7
4.6450       -30033.995   -30041.379        7.384   297.5
4.6475       -30033.992   -30041.584        7.592   305.9
4.6500       -30034.000   -30041.881        7.881   317.6
4.6525       -30033.994   -30041.559        7.564   304.8
4.6550       -30033.999   -30042.008        8.009   322.7
4.6575       -30034.001   -30041.965        7.964   320.9
4.6600       -30034.008   -30041.992        7.984   321.7
4.6625       -30034.004   -30041.447        7.444   299.9
4.6650       -30034.005   -30041.625        7.620   307.0
4.6675       -30034.010   -30041.770        7.760   312.7
4.6700       -30034.008   -30041.273        7.266   292.8
4.6725       -30034.009   -30041.168        7.159   288.4
4.6750       -30034.006   -30041.258        7.252   292.2
4.6775       -30034.008   -30041.783        7.775   313.3
4.6800       -30034.007   -30041.432        7.425   299.2
4.6825       -30034.008   -30041.586        7.578   305.3
4.6850       -30034.012   -30041.816        7.805   314.5
4.6875       -30034.013   -30042.033        8.020   323.2
4.6900       -30034.016   -30041.695        7.679   309.4
4.6925       -30034.019   -30041.770        7.751   312.3
4.6950       -30034.020   -30041.965        7.945   320.1
4.6975       -30034.021   -30042.006        7.985   321.7
4.7000       -30034.026   -30042.006        7.980   321.6
4.7025       -30034.030   -30042.197        8.168   329.1
4.7050       -30034.034   -30042.250        8.216   331.0
4.7075       -30034.037   -30042.094        8.057   324.6
4.7100       -30034.039   -30041.854        7.814   314.9
4.7125       -30034.041   -30042.055        8.014   322.9
4.7150       -30034.047   -30041.990        7.943   320.1
4.7175       -30034.045   -30041.811        7.765   312.9
4.7200       -30034.050   -30041.750        7.700   310.3
4.7225       -30034.051   -30041.855        7.805   314.5
4.7250       -30034.054   -30041.852        7.797   314.2
4.7275       -30034.055   -30041.658        7.603   306.4
4.7300       -30034.054   -30041.844        7.789   313.9
4.7325       -30034.060   -30041.957        7.897   318.2
4.7350       -30034.061   -30042.021        7.960   320.8
4.7375       -30034.060   -30041.830        7.770   313.1
4.7400       -30034.068   -30042.258        8.190   330.0
4.7425       -30034.071   -30041.982        7.912   318.8
4.7450       -30034.074   -30042.066        7.993   322.1
4.7475       -30034.073   -30041.467        7.394   297.9
4.7500       -30034.078   -30042.074        7.996   322.2
4.7525       -30034.076   -30041.609        7.534   303.6
4.7550       -30034.080   -30041.916        7.836   315.7
4.7575       -30034.079   -30041.873        7.794   314.1
4.7600       -30034.082   -30042.223        8.140   328.0
4.7625       -30034.087   -30042.090        8.003   322.5
4.7650       -30034.088   -30041.535        7.447   300.1
4.7675       -30034.094   -30041.645        7.551   304.3
4.7700       -30034.090   -30041.410        7.321   295.0
4.7725       -30034.093   -30041.953        7.860   316.7
4.7750       -30034.094   -30041.641        7.547   304.1
4.7775       -30034.095   -30042.434        8.339   336.0
4.7800       -30034.101   -30042.516        8.415   339.0
4.7825       -30034.111   -30043.055        8.943   360.4
4.7850       -30034.113   -30042.250        8.137   327.9
4.7875       -30034.120   -30042.299        8.179   329.6
4.7900       -30034.122   -30042.061        7.938   319.9
4.7925       -30034.126   -30042.172        8.046   324.2
4.7950       -30034.127   -30041.699        7.572   305.1
4.7975       -30034.126   -30041.547        7.421   299.0
4.8000       -30034.127   -30041.955        7.828   315.4
4.8025       -30034.131   -30041.979        7.848   316.2
4.8050       -30034.135   -30041.834        7.699   310.2
4.8075       -30034.133   -30041.547        7.414   298.7
4.8100       -30034.135   -30042.186        8.050   324.4
4.8125       -30034.139   -30042.006        7.867   317.0
4.8150       -30034.140   -30041.729        7.589   305.8
4.8175       -30034.141   -30041.568        7.427   299.3
4.8200       -30034.143   -30041.643        7.500   302.2
4.8225       -30034.142   -30041.809        7.667   308.9
4.8250       -30034.140   -30041.051        6.911   278.5
4.8275       -30034.145   -30041.428        7.283   293.4
4.8300       -30034.141   -30041.451        7.310   294.6
4.8325       -30034.144   -30041.639        7.494   302.0
4.8350       -30034.143   -30041.514        7.371   297.0
4.8375       -30034.140   -30041.230        7.090   285.7
4.8400       -30034.143   -30041.678        7.534   303.6
4.8425       -30034.138   -30041.174        7.035   283.5
4.8450       -30034.142   -30041.812        7.670   309.1
4.8475       -30034.140   -30041.504        7.364   296.7
4.8500       -30034.146   -30042.148        8.003   322.5
4.8525       -30034.145   -30042.035        7.890   317.9
4.8550       -30034.149   -30042.080        7.931   319.6
4.8575       -30034.155   -30042.244        8.089   325.9
4.8600       -30034.152   -30041.527        7.376   297.2
4.8625       -30034.154   -30041.885        7.730   311.5
4.8650       -30034.149   -30041.068        6.919   278.8
4.8675       -30034.155   -30041.826        7.671   309.1
4.8700       -30034.151   -30041.479        7.327   295.2
4.8725       -30034.154   -30042.000        7.846   316.1
4.8750       -30034.156   -30041.887        7.730   311.5
4.8775       -30034.157   -30041.984        7.827   315.4
4.8800       -30034.162   -30042.238        8.076   325.4
4.8825       -30034.161   -30041.711        7.550   304.2
4.8850       -30034.163   -30041.625        7.462   300.7
4.8875       -30034.161   -30041.402        7.241   291.8
4.8900       -30034.164   -30041.758        7.594   306.0
4.8925       -30034.164   -30041.559        7.394   297.9
4.8950       -30034.162   -30041.510        7.347   296.1
4.8975       -30034.161   -30041.723        7.562   304.7
4.9000       -30034.165   -30041.998        7.833   315.6
4.9025       -30034.161   -30041.469        7.308   294.5
4.9050       -30034.162   -30041.520        7.357   296.5
4.9075       -30034.162   -30041.562        7.400   298.2
4.9100       -30034.164   -30041.553        7.389   297.7
4.9125       -30034.164   -30041.566        7.402   298.3
4.9150       -30034.159   -30041.141        6.981   281.3
4.9175       -30034.167   -30041.863        7.696   310.1
4.9200       -30034.162   -30041.398        7.237   291.6
4.9225       -30034.164   -30041.760        7.595   306.0
4.9250       -30034.160   -30041.324        7.164   288.7
4.9275       -30034.162   -30041.871        7.709   310.6
4.9300       -30034.166   -30042.012        7.846   316.1
4.9325       -30034.164   -30041.600        7.435   299.6
4.9350       -30034.166   -30041.783        7.617   306.9
4.9375       -30034.162   -30041.279        7.117   286.8
4.9400       -30034.169   -30041.686        7.517   302.9
4.9425       -30034.161   -30041.139        6.977   281.1
4.9450       -30034.162   -30041.301        7.139   287.6
4.9475       -30034.165   -30041.793        7.628   307.3
4.9500       -30034.163   -30041.654        7.491   301.8
4.9525       -30034.167   -30041.896        7.730   311.5
4.9550       -30034.164   -30041.441        7.278   293.2
4.9575       -30034.170   -30041.980        7.811   314.7
4.9600       -30034.167   -30041.789        7.622   307.1
4.9625       -30034.169   -30041.564        7.396   298.0
4.9650       -30034.169   -30041.746        7.577   305.3
4.9675       -30034.167   -30041.561        7.394   297.9
4.9700       -30034.172   -30041.957        7.785   313.7
4.9725       -30034.168   -30041.299        7.131   287.3
4.9750       -30034.173   -30041.674        7.501   302.2
4.9775       -30034.171   -30041.398        7.227   291.2
4.9800       -30034.171   -30041.518        7.347   296.0
4.9825       -30034.167   -30041.232        7.065   284.7
4.9850       -30034.167   -30041.268        7.100   286.1
4.9875       -30034.165   -30041.125        6.960   280.4
4.9900       -30034.165   -30041.213        7.048   284.0
4.9925       -30034.158   -30040.934        6.776   273.0
4.9950       -30034.161   -30041.160        6.999   282.0
4.9975       -30034.156   -30040.998        6.842   275.7
5.0000       -30034.155   -30041.246        7.091   285.7
5.0025       -30034.153   -30041.230        7.077   285.2
5.0050       -30034.151   -30041.162        7.011   282.5
5.0075       -30034.151   -30041.496        7.345   296.0
5.0100       -30034.147   -30041.070        6.923   279.0
5.0125       -30034.151   -30041.311        7.160   288.5
5.0150       -30034.143   -30040.994        6.851   276.1
5.0175       -30034.147   -30041.705        7.558   304.6
5.0200       -30034.144   -30041.598        7.453   300.3
5.0225       -30034.146   -30041.621        7.475   301.2
5.0250       -30034.146   -30041.633        7.487   301.7
5.0275       -30034.144   -30041.469        7.324   295.1
5.0300       -30034.149   -30041.559        7.410   298.6
5.0325       -30034.146   -30041.156        7.010   282.5
5.0350       -30034.146   -30041.322        7.176   289.1
5.0375       -30034.142   -30041.477        7.334   295.5
5.0400       -30034.144   -30041.555        7.411   298.6
5.0425       -30034.144   -30041.535        7.391   297.8
5.0450       -30034.143   -30041.535        7.392   297.8
5.0475       -30034.145   -30041.594        7.449   300.2
5.0500       -30034.144   -30041.838        7.694   310.0
5.0525       -30034.147   -30041.561        7.414   298.7
5.0550       -30034.149   -30042.031        7.882   317.6
5.0575       -30034.147   -30041.689        7.543   303.9
5.0600       -30034.150   -30042.178        8.027   323.4
5.0625       -30034.150   -30041.619        7.469   300.9
5.0650       -30034.153   -30041.660        7.507   302.5
5.0675       -30034.152   -30041.723        7.571   305.1
5.0700       -30034.153   -30041.658        7.506   302.4
5.0725       -30034.157   -30041.785        7.628   307.3
5.0750       -30034.154   -30041.396        7.243   291.8
5.0775       -30034.158   -30041.744        7.586   305.7
5.0800       -30034.158   -30041.463        7.305   294.3
5.0825       -30034.158   -30041.289        7.131   287.3
5.0850       -30034.155   -30041.287        7.132   287.4
5.0875       -30034.152   -30041.299        7.147   288.0
5.0900       -30034.155   -30041.463        7.308   294.5
5.0925       -30034.151   -30041.223        7.071   284.9
5.0950       -30034.153   -30041.398        7.246   292.0
5.0975       -30034.151   -30041.551        7.400   298.2
5.1000       -30034.148   -30041.297        7.149   288.0
5.1025       -30034.150   -30041.557        7.406   298.4
5.1050       -30034.146   -30041.549        7.403   298.3
5.1075       -30034.150   -30041.986        7.836   315.7
5.1100       -30034.151   -30041.473        7.321   295.0
5.1125       -30034.152   -30041.688        7.536   303.6
5.1150       -30034.150   -30041.486        7.336   295.6
5.1175       -30034.152   -30041.711        7.559   304.6
5.1200       -30034.152   -30041.311        7.159   288.5
5.1225       -30034.153   -30041.404        7.251   292.2
5.1250       -30034.154   -30041.693        7.540   303.8
5.1275       -30034.151   -30041.555        7.403   298.3
5.1300       -30034.153   -30041.812        7.660   308.6
5.1325       -30034.155   -30041.762        7.607   306.5
5.1350       -30034.158   -30042.227        8.069   325.1
5.1375       -30034.159   -30041.730        7.572   305.1
5.1400       -30034.162   -30041.914        7.752   312.4
5.1425       -30034.161   -30041.773        7.612   306.7
5.1450       -30034.165   -30041.818        7.653   308.4
5.1475       -30034.165   -30041.600        7.434   299.5
5.1500       -30034.164   -30041.336        7.172   289.0
5.1525       -30034.166   -30041.576        7.410   298.6
5.1550       -30034.161   -30041.258        7.097   285.9
5.1575       -30034.165   -30041.625        7.460   300.6
5.1600       -30034.165   -30041.387        7.222   291.0
5.1625       -30034.165   -30041.729        7.563   304.7
5.1650       -30034.163   -30041.469        7.306   294.4
5.1675       -30034.165   -30041.367        7.203   290.2
5.1700       -30034.165   -30041.422        7.257   292.4
5.1725       -30034.162   -30041.359        7.197   290.0
5.1750       -30034.164   -30041.602        7.438   299.7
5.1775       -30034.159   -30041.211        7.051   284.1
5.1800       -30034.162   -30041.436        7.274   293.1
5.1825       -30034.156   -30041.104        6.948   279.9
5.1850       -30034.156   -30041.303        7.146   288.0
5.1875       -30034.152   -30041.146        6.994   281.8
5.1900       -30034.153   -30041.461        7.308   294.5
5.1925       -30034.154   -30041.557        7.402   298.3
5.1950       -30034.154   -30041.539        7.385   297.6
5.1975       -30034.151   -30041.648        7.497   302.1
5.2000       -30034.150   -30041.605        7.455   300.4
5.2025       -30034.154   -30041.906        7.752   312.4
5.2050       -30034.155   -30041.848        7.693   310.0
5.2075       -30034.157   -30041.867        7.710   310.7
5.2100       -30034.157   -30041.803        7.646   308.1
5.2125       -30034.161   -30041.826        7.665   308.9
5.2150       -30034.164   -30041.654        7.491   301.8
5.2175       -30034.161   -30041.379        7.218   290.9
5.2200       -30034.157   -30041.363        7.206   290.4
5.2225       -30034.156   -30041.389        7.233   291.4
5.2250       -30034.157   -30041.531        7.374   297.1
5.2275       -30034.159   -30041.756        7.597   306.1
5.2300       -30034.162   -30041.951        7.789   313.9
5.2325       -30034.159   -30042.031        7.872   317.2
5.2350       -30034.161   -30041.809        7.648   308.2
5.2375       -30034.165   -30041.760        7.595   306.0
5.2400       -30034.165   -30041.668        7.503   302.3
5.2425       -30034.166   -30041.857        7.692   309.9
5.2450       -30034.166   -30041.553        7.387   297.7
5.2475       -30034.166   -30041.801        7.634   307.6
5.2500       -30034.164   -30041.471        7.306   294.4
5.2525       -30034.167   -30041.863        7.697   310.1
5.2550       -30034.166   -30041.404        7.239   291.7
5.2575       -30034.171   -30041.961        7.790   313.9
5.2600       -30034.165   -30041.891        7.725   311.3
5.2625       -30034.170   -30041.975        7.804   314.5
5.2650       -30034.172   -30041.965        7.792   314.0
5.2675       -30034.172   -30041.543        7.371   297.0
5.2700       -30034.175   -30041.963        7.788   313.8
5.2725       -30034.170   -30040.969        6.799   274.0
5.2750       -30034.174   -30041.693        7.520   303.0
5.2775       -30034.171   -30041.375        7.204   290.3
5.2800       -30034.174   -30041.951        7.777   313.4
5.2825       -30034.174   -30041.727        7.553   304.3
5.2850       -30034.174   -30042.031        7.857   316.6
5.2875       -30034.179   -30042.523        8.345   336.2
5.2900       -30034.185   -30042.262        8.076   325.4
5.2925       -30034.190   -30042.035        7.845   316.1
5.2950       -30034.192   -30041.818        7.627   307.3
5.2975       -30034.192   -30042.021        7.830   315.5
